# This file was produced by samtools stats (1.11+htslib-1.11) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -d 05_addRG/bam/SRR11951235.bam
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	c594b4c8	40d56970	681e12b2
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	37667264
SN	filtered sequences:	25709221
SN	sequences:	11958043
SN	is sorted:	1
SN	1st fragments:	11958043
SN	last fragments:	0
SN	reads mapped:	11958043
SN	reads mapped and paired:	0	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	0	# proper-pair bit set
SN	reads paired:	0	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	86129	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	2075474
SN	total length:	903413735	# ignores clipping
SN	total first fragment length:	903413735	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	903413735	# ignores clipping
SN	bases mapped (cigar):	896828897	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	0	# from NM fields
SN	error rate:	0.000000e+00	# mismatches / bases mapped (cigar)
SN	average length:	75
SN	average first fragment length:	76
SN	average last fragment length:	0
SN	maximum length:	76
SN	maximum first fragment length:	76
SN	maximum last fragment length:	0
SN	average quality:	34.7
SN	insert size average:	0.0
SN	insert size standard deviation:	0.0
SN	inward oriented pairs:	0
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	0.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	1776	0	0	0	0	0	0	0	0	0	0	0	231864	0	0	0	0	0	0	181935	0	0	0	0	0	7246	0	0	0	0	11535222	0	0	0	0	0
FFQ	2	0	0	233	0	0	0	0	0	0	0	0	0	0	0	192744	0	0	0	0	0	0	82440	0	0	0	0	0	2348	0	0	0	0	11680278	0	0	0	0	0
FFQ	3	0	0	19	0	0	0	0	0	0	0	0	0	0	0	167543	0	0	0	0	0	0	78153	0	0	0	0	0	1551	0	0	0	0	11710777	0	0	0	0	0
FFQ	4	0	0	31	0	0	0	0	0	0	0	0	0	0	0	162008	0	0	0	0	0	0	94649	0	0	0	0	0	1916	0	0	0	0	11699439	0	0	0	0	0
FFQ	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143442	0	0	0	0	0	0	100882	0	0	0	0	0	2213	0	0	0	0	11711506	0	0	0	0	0
FFQ	6	0	0	1028	0	0	0	0	0	0	0	0	0	0	0	232222	0	0	0	0	0	0	164406	0	0	0	0	0	4145	0	0	0	0	513932	0	0	0	11042310	0
FFQ	7	0	0	14	0	0	0	0	0	0	0	0	0	0	0	205375	0	0	0	0	0	0	135860	0	0	0	0	0	2483	0	0	0	0	515373	0	0	0	11098938	0
FFQ	8	0	0	63	0	0	0	0	0	0	0	0	0	0	0	256155	0	0	0	0	0	0	89576	0	0	0	0	0	857	0	0	0	0	591286	0	0	0	11020106	0
FFQ	9	0	0	11	0	0	0	0	0	0	0	0	0	0	0	249150	0	0	0	0	0	0	86131	0	0	0	0	0	734	0	0	0	0	535726	0	0	0	11086291	0
FFQ	10	0	0	218	0	0	0	0	0	0	0	0	0	0	0	275298	0	0	0	0	0	0	117867	0	0	0	0	0	1293	0	0	0	0	557916	0	0	0	11005451	0
