# This file was produced by samtools stats (1.11+htslib-1.11) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats results/04_markDuplicates/bam/SRR11951231.bam
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	75c75faa	f48c5668	c16afde8
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	32684605
SN	filtered sequences:	0
SN	sequences:	32684605
SN	is sorted:	1
SN	1st fragments:	32684605
SN	last fragments:	0
SN	reads mapped:	32684605
SN	reads mapped and paired:	0	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	0	# proper-pair bit set
SN	reads paired:	0	# paired-end technology bit set
SN	reads duplicated:	22003547	# PCR or optical duplicate bit set
SN	reads MQ0:	194580	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	2128707
SN	total length:	2469108987	# ignores clipping
SN	total first fragment length:	2469108987	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	2469108987	# ignores clipping
SN	bases mapped (cigar):	2455888355	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	1662181420
SN	mismatches:	0	# from NM fields
SN	error rate:	0.000000e+00	# mismatches / bases mapped (cigar)
SN	average length:	75
SN	average first fragment length:	76
SN	average last fragment length:	0
SN	maximum length:	76
SN	maximum first fragment length:	76
SN	maximum last fragment length:	0
SN	average quality:	34.7
SN	insert size average:	0.0
SN	insert size standard deviation:	0.0
SN	inward oriented pairs:	0
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	0.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	5811	0	0	0	0	0	0	0	0	0	0	0	625762	0	0	0	0	0	0	472103	0	0	0	0	0	19177	0	0	0	0	31561752	0	0	0	0	0
FFQ	2	0	0	622	0	0	0	0	0	0	0	0	0	0	0	544947	0	0	0	0	0	0	221148	0	0	0	0	0	5977	0	0	0	0	31911911	0	0	0	0	0
FFQ	3	0	0	60	0	0	0	0	0	0	0	0	0	0	0	474046	0	0	0	0	0	0	216629	0	0	0	0	0	4224	0	0	0	0	31989646	0	0	0	0	0
FFQ	4	0	0	72	0	0	0	0	0	0	0	0	0	0	0	450872	0	0	0	0	0	0	266103	0	0	0	0	0	5498	0	0	0	0	31962060	0	0	0	0	0
FFQ	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406282	0	0	0	0	0	0	286136	0	0	0	0	0	6447	0	0	0	0	31985740	0	0	0	0	0
FFQ	6	0	0	2743	0	0	0	0	0	0	0	0	0	0	0	665538	0	0	0	0	0	0	487621	0	0	0	0	0	11775	0	0	0	0	1451111	0	0	0	30065817	0
FFQ	7	0	0	29	0	0	0	0	0	0	0	0	0	0	0	571848	0	0	0	0	0	0	375668	0	0	0	0	0	6658	0	0	0	0	1403330	0	0	0	30327072	0
FFQ	8	0	0	176	0	0	0	0	0	0	0	0	0	0	0	712706	0	0	0	0	0	0	234496	0	0	0	0	0	2255	0	0	0	0	1649088	0	0	0	30085884	0
FFQ	9	0	0	41	0	0	0	0	0	0	0	0	0	0	0	696266	0	0	0	0	0	0	224877	0	0	0	0	0	1790	0	0	0	0	1486520	0	0	0	30275111	0
FFQ	10	0	0	511	0	0	0	0	0	0	0	0	0	0	0	793039	0	0	0	0	0	0	338565	0	0	0	0	0	3341	0	0	0	0	1577557	0	0	0	29971592	0
FFQ	11	0	0	55	0	0	0	0	0	0	0	0	0	0	0	643741	0	0	0	0	0	0	304548	0	0	0	0	0	3514	0	0	0	0	1382556	0	0	0	30350191	0
FFQ	12	0	0	70	0	0	0	0	0	0	0	0	0	0	0	634723	0	0	0	0	0	0	289280	0	0	0	0	0	4203	0	0	0	0	1361603	0	0	0	30394726	0
FFQ	13	0	0	230	0	0	0	0	0	0	0	0	0	0	0	656145	0	0	0	0	0	0	311350	0	0	0	0	0	4822	0	0	0	0	1391834	0	0	0	30320224	0
FFQ	14	0	0	158	0	0	0	0	0	0	0	0	0	0	0	664062	0	0	0	0	0	0	316693	0	0	0	0	0	4842	0	0	0	0	1429996	0	0	0	30268854	0
FFQ	15	0	0	226	0	0	0	0	0	0	0	0	0	0	0	661338	0	0	0	0	0	0	309076	0	0	0	0	0	4426	0	0	0	0	1442019	0	0	0	30267520	0
FFQ	16	0	0	94	0	0	0	0	0	0	0	0	0	0	0	655133	0	0	0	0	0	0	314258	0	0	0	0	0	4893	0	0	0	0	1455492	0	0	0	30254735	0
