# This file was produced by samtools stats (1.11+htslib-1.11) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -d 07_recalBases/bam/SRR11951229.bam
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	5d6aa387	76ac3af2	e0258878
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	32824671
SN	filtered sequences:	25147427
SN	sequences:	7677244
SN	is sorted:	1
SN	1st fragments:	7677244
SN	last fragments:	0
SN	reads mapped:	7677244
SN	reads mapped and paired:	0	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	0	# proper-pair bit set
SN	reads paired:	0	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	69588	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	2448169
SN	total length:	578994935	# ignores clipping
SN	total first fragment length:	578994935	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	578994935	# ignores clipping
SN	bases mapped (cigar):	574613404	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	0	# from NM fields
SN	error rate:	0.000000e+00	# mismatches / bases mapped (cigar)
SN	average length:	75
SN	average first fragment length:	75
SN	average last fragment length:	0
SN	maximum length:	76
SN	maximum first fragment length:	76
SN	maximum last fragment length:	0
SN	average quality:	22.8
SN	insert size average:	0.0
SN	insert size standard deviation:	0.0
SN	inward oriented pairs:	0
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	0.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	1185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4765	153392	0	0	0	115657	0	0	0	0	0	0	0	0	0	0	0	0	0	7402245	0	0	0
FFQ	2	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3120	9709	10665	15843	14173	48593	14930	40264	9477	15754	0	0	0	0	0	0	0	0	0	361253	0	0	1413065	1872780	1040606	2396014	410862	0
FFQ	3	0	0	13	0	0	0	0	0	5579	3609	9432	17155	8714	43850	21966	16730	227101	6672	18170	1867303	2174383	812917	1887912	555738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	4	0	0	15	0	0	0	0	0	0	0	7011	2868	8722	23498	12003	49935	7163	248998	9315	21192	1644438	2328457	736730	2044867	532032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	5	0	0	0	0	0	0	0	0	0	0	5828	2380	7724	22498	11220	46840	4998	261400	10772	20573	1336506	2273782	797572	2316531	558470	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	6	0	0	633	0	0	0	0	0	0	0	0	9379	2526	15525	34916	15915	87014	5318	192063	90832	421213	1331443	1200639	2751343	1518261	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	7	0	0	2	0	0	0	0	0	0	0	4465	3728	20888	25982	37226	52352	29280	46407	174232	67576	380887	1130246	1444901	3446989	812083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	8	0	0	22	0	0	0	0	0	0	0	0	9794	4500	23113	22006	30838	71366	27004	208316	98323	390748	1558542	1603624	2986761	642287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	9	0	0	12	0	0	0	0	0	0	0	0	6811	6570	25001	25286	27860	65144	26094	286317	76141	426237	1444250	1485026	2996231	780264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	10	0	0	127	0	0	0	0	0	0	0	0	13672	4403	14229	30871	31034	76517	18824	222378	19829	416383	1599464	1023060	2931269	1275107	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	11	0	0	10	0	0	0	0	0	0	0	0	6108	4325	22187	33598	23465	53724	36408	215780	19921	345051	1640464	1346740	2735718	1193599	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	12	0	0	11	0	0	0	0	0	0	0	0	5262	6091	24850	26263	26137	61364	22261	286974	79937	458020	1288908	1280143	3145328	965695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	13	0	0	56	0	0	0	0	0	0	0	0	6822	5090	19365	23060	19632	68517	23329	241419	18247	389738	1466451	1118647	3302160	974544	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	14	0	0	31	0	0	0	0	0	0	0	0	7121	4698	17267	24760	20583	70795	22435	216884	20512	384854	1539169	1164521	3143741	1039873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	15	0	0	43	0	0	0	0	0	0	0	0	6724	4796	15901	25437	20594	72145	22396	222314	21591	400626	1558312	1197810	3035816	1072739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	16	0	0	26	0	0	0	0	0	0	0	0	6753	4904	16579	25749	20556	69844	22638	222711	22253	411061	1571750	1188409	3002575	1091286	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	17	0	0	2	0	0	0	0	0	0	0	0	6567	4976	17405	26433	20709	70088	22867	226623	22853	414010	1547665	1200570	2993456	1103020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	18	0	0	17	0	0	0	0	0	0	0	0	6593	5089	16957	25960	22120	80358	11617	227709	84734	465386	1458624	1229402	2950000	1092539	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	19	0	0	8	0	0	0	0	0	0	0	0	5985	4926	16904	25898	21612	69203	23043	222714	24006	402633	1563178	1199564	2988969	1108493	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	20	0	0	45	0	0	0	0	0	0	0	0	6155	5159	17701	25796	23126	68784	23271	226671	23841	408989	1552426	1184140	3013155	1097985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	21	0	0	51	0	0	0	0	0	0	0	0	6288	5324	19889	29236	34957	55338	36326	239463	20828	386320	1541566	1189802	3008821	1103035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	22	0	0	79	0	0	0	0	0	0	0	0	6414	5362	17933	26528	24913	83795	12140	225883	85671	470289	1468505	1238043	2943302	1068387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
