# This file was produced by samtools stats (1.11+htslib-1.11) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -d 07_recalBases/bam/SRR11951243.bam
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	1290e021	76fab0a9	2d8a9874
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	35966178
SN	filtered sequences:	26062357
SN	sequences:	9903821
SN	is sorted:	1
SN	1st fragments:	9903821
SN	last fragments:	0
SN	reads mapped:	9903821
SN	reads mapped and paired:	0	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	0	# proper-pair bit set
SN	reads paired:	0	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	73093	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	1678546
SN	total length:	748221086	# ignores clipping
SN	total first fragment length:	748221086	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	748221086	# ignores clipping
SN	bases mapped (cigar):	742339344	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	0	# from NM fields
SN	error rate:	0.000000e+00	# mismatches / bases mapped (cigar)
SN	average length:	75
SN	average first fragment length:	76
SN	average last fragment length:	0
SN	maximum length:	76
SN	maximum first fragment length:	76
SN	maximum last fragment length:	0
SN	average quality:	22.7
SN	insert size average:	0.0
SN	insert size standard deviation:	0.0
SN	inward oriented pairs:	0
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	0.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	1541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203897	0	0	0	155694	0	0	0	0	0	0	0	0	0	0	0	0	0	9542689	0	0	0	0
FFQ	2	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3529	23023	5274	17290	17722	47300	40174	42373	11128	11737	5885	15247	0	0	0	0	0	0	0	0	515704	0	1120497	3096806	1332541	3082162	515235	0	0
FFQ	3	0	0	15	0	0	0	0	0	0	6623	13321	4840	26465	11212	66065	15442	33297	8503	302889	19574	1799302	3356010	1060454	2434963	744846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	4	0	0	22	0	0	0	0	0	0	0	8430	10660	5216	30599	14806	66554	9410	32394	319944	11590	1586384	3493864	961135	2653143	699414	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	5	0	0	0	0	0	0	0	0	0	0	6945	9141	4658	29380	14150	61181	7085	34622	336134	12834	1218887	3431233	1029729	2980881	726961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	6	0	0	798	0	0	0	0	0	0	0	0	11832	15581	9981	46692	19607	112607	14820	259765	101319	145219	2622851	2432542	2173479	1166271	770457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	7	0	0	9	0	0	0	0	0	0	0	5757	13650	19813	31356	53335	69959	26076	72667	233294	78720	151567	2338628	3497733	2270633	632725	407899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	8	0	0	46	0	0	0	0	0	0	0	0	12493	18154	19741	26758	43717	81434	49085	283703	98957	219974	3269685	2622222	2331137	407839	418876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	9	0	0	10	0	0	0	0	0	0	0	0	8840	20663	21567	31568	41128	68163	50626	388526	67534	191785	2873188	2550993	2596410	566601	426219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	10	0	0	157	0	0	0	0	0	0	0	0	17127	14354	11551	37682	42363	82327	33886	294174	19710	96895	3031827	1921293	2667849	867199	765427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	11	0	0	14	0	0	0	0	0	0	0	0	7782	20287	12524	44183	17391	86580	15814	294316	29164	60227	3046045	2509051	2240929	1061750	457764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	12	0	0	12	0	0	0	0	0	0	0	0	6762	21998	15603	33920	20534	80945	14592	394649	23656	68241	2714697	2521777	2719744	743513	523178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	13	0	0	50	0	0	0	0	0	0	0	0	8602	20507	12367	31003	25665	88685	15404	342162	25264	79590	2824724	2515283	2660813	716977	536725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	14	0	0	34	0	0	0	0	0	0	0	0	8509	17309	11100	32805	26582	94500	15490	307877	27814	77743	2988226	2510176	2452387	800543	532726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	15	0	0	47	0	0	0	0	0	0	0	0	0	8770	16409	14198	34460	44283	73350	299087	59533	73833	3028556	2508557	2366528	814606	561604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	16	0	0	20	0	0	0	0	0	0	0	0	8528	16676	11557	34000	26032	91341	15598	315402	29562	72126	3044918	2473317	2365941	817840	580963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
