# This file was produced by samtools stats (1.11+htslib-1.11) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -d 07_recalBases/bam/SRR11951230.bam
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	796f2430	7339648e	ceb2fbef
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	40007371
SN	filtered sequences:	27777514
SN	sequences:	12229857
SN	is sorted:	1
SN	1st fragments:	12229857
SN	last fragments:	0
SN	reads mapped:	12229857
SN	reads mapped and paired:	0	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	0	# proper-pair bit set
SN	reads paired:	0	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	90355	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	1913072
SN	total length:	923829909	# ignores clipping
SN	total first fragment length:	923829909	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	923829909	# ignores clipping
SN	bases mapped (cigar):	917273002	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	0	# from NM fields
SN	error rate:	0.000000e+00	# mismatches / bases mapped (cigar)
SN	average length:	75
SN	average first fragment length:	76
SN	average last fragment length:	0
SN	maximum length:	76
SN	maximum first fragment length:	76
SN	maximum last fragment length:	0
SN	average quality:	23.5
SN	insert size average:	0.0
SN	insert size standard deviation:	0.0
SN	inward oriented pairs:	0
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	0.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	1838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244798	0	0	0	0	186171	0	0	0	0	0	0	0	0	0	0	0	0	0	11797050	0	0	0	0
FFQ	2	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4307	27233	6437	7391	31913	17401	66653	23635	54547	21702	3126	22551	0	0	0	0	0	0	0	0	0	634662	0	316045	3862256	2673822	3792815	0	663135	0
FFQ	3	0	0	18	0	0	0	0	0	0	7796	15786	5812	15275	30965	33785	46155	22536	45397	388087	28457	492680	4842646	2321298	3018682	344	914138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	4	0	0	30	0	0	0	0	0	0	0	9790	13271	6070	21011	28056	22690	64693	11325	418377	27240	718698	4522626	2194121	3291195	348	880316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	5	0	0	0	0	0	0	0	0	0	0	7945	11021	5726	21475	24922	19133	61071	8481	434798	29258	650346	4186132	2170978	3692183	312	906076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	6	0	0	1086	0	0	0	0	0	0	0	0	13295	17664	11997	42158	34136	63093	69073	301262	85345	45872	730530	3954163	3494485	2344755	1020943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	7	0	0	7	0	0	0	0	0	0	0	0	6629	23125	23001	72572	19867	46508	79313	308986	65044	25844	688935	4056300	4953240	1314159	546327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	8	0	0	58	0	0	0	0	0	0	0	0	13669	21131	21943	22128	61402	36545	66782	370492	42111	73500	657105	5012542	3820291	1445123	565035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	9	0	0	11	0	0	0	0	0	0	0	0	9519	24017	20932	23225	44318	52202	49840	479681	68598	38378	737065	4587815	3830520	1685672	578064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	10	0	0	178	0	0	0	0	0	0	0	0	0	18747	16886	12973	32934	61919	49209	407053	28369	131120	693175	4132628	3338366	2267482	1038818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
