# This file was produced by samtools stats (1.11+htslib-1.11) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -d results/06_bqsr/bam/SRR11951234.bam
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	785b9481	87fe60bd	da93bc21
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	36457743
SN	filtered sequences:	26883990
SN	sequences:	9573753
SN	is sorted:	1
SN	1st fragments:	9573753
SN	last fragments:	0
SN	reads mapped:	9573753
SN	reads mapped and paired:	0	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	0	# proper-pair bit set
SN	reads paired:	0	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	77280	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	2235612
SN	total length:	723323280	# ignores clipping
SN	total first fragment length:	723323280	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	723323280	# ignores clipping
SN	bases mapped (cigar):	717381611	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	0	# from NM fields
SN	error rate:	0.000000e+00	# mismatches / bases mapped (cigar)
SN	average length:	75
SN	average first fragment length:	76
SN	average last fragment length:	0
SN	maximum length:	76
SN	maximum first fragment length:	76
SN	maximum last fragment length:	0
SN	average quality:	23.3
SN	insert size average:	0.0
SN	insert size standard deviation:	0.0
SN	inward oriented pairs:	0
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	0.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	1466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194808	0	0	0	146142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9231337	0	0	0	0
FFQ	2	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3701	20151	4782	16569	13727	46528	19996	29020	32962	9157	10326	17496	0	0	0	0	0	0	0	0	0	459747	0	889878	1265634	1938993	4271321	0	523563	0
FFQ	3	0	0	14	0	0	0	0	0	0	6470	11884	4361	21527	13668	61810	0	27507	22660	293464	21299	1390534	1319408	2305122	3381276	257	692492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	4	0	0	30	0	0	0	0	0	0	0	8144	9841	4555	25301	17221	62857	0	22333	317685	3611	994377	1538360	2417973	3479239	245	671981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	5	0	0	0	0	0	0	0	0	0	0	6899	8393	4339	22392	13284	47093	15652	11773	17573	323335	2563	698987	1694119	2122491	3881950	0	702910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	6	0	0	876	0	0	0	0	0	0	0	0	11413	13343	8972	39182	21142	103274	200456	36758	56358	428039	1722898	3242630	2892865	737863	57684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	7	0	0	14	0	0	0	0	0	0	0	0	5524	17881	17821	64443	7756	76347	223929	52318	30437	405292	1413971	4642222	2191231	396717	27850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	8	0	0	59	0	0	0	0	0	0	0	0	11355	16144	14102	24078	24063	95312	223941	57316	32374	364695	1980506	4114345	2174408	406823	34232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	9	0	0	6	0	0	0	0	0	0	0	0	7950	18367	15610	29152	23150	80603	317467	60443	34530	418527	1833612	3772024	2512555	418417	31340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	10	0	0	165	0	0	0	0	0	0	0	0	0	15828	12793	10079	35832	37894	95323	248914	36647	66970	493495	1991961	3115861	2609630	802361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
