# This file was produced by samtools stats (1.11+htslib-1.11) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -d results/05_splitNCigar/bam/SRR11951234.bam
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	d1a762a3	b5ac0dce	de72b0f3
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	36457743
SN	filtered sequences:	26883990
SN	sequences:	9573753
SN	is sorted:	1
SN	1st fragments:	9573753
SN	last fragments:	0
SN	reads mapped:	9573753
SN	reads mapped and paired:	0	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	0	# proper-pair bit set
SN	reads paired:	0	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	77280	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	2444644
SN	total length:	723323280	# ignores clipping
SN	total first fragment length:	723323280	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	723323280	# ignores clipping
SN	bases mapped (cigar):	717381611	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	0	# from NM fields
SN	error rate:	0.000000e+00	# mismatches / bases mapped (cigar)
SN	average length:	75
SN	average first fragment length:	76
SN	average last fragment length:	0
SN	maximum length:	76
SN	maximum first fragment length:	76
SN	maximum last fragment length:	0
SN	average quality:	34.7
SN	insert size average:	0.0
SN	insert size standard deviation:	0.0
SN	inward oriented pairs:	0
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	0.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	1466	0	0	0	0	0	0	0	0	0	0	0	189049	0	0	0	0	0	0	146142	0	0	0	0	0	5759	0	0	0	0	9231337	0	0	0	0	0
FFQ	2	0	0	202	0	0	0	0	0	0	0	0	0	0	0	155901	0	0	0	0	0	0	66716	0	0	0	0	0	1798	0	0	0	0	9349136	0	0	0	0	0
FFQ	3	0	0	14	0	0	0	0	0	0	0	0	0	0	0	133943	0	0	0	0	0	0	63262	0	0	0	0	0	1265	0	0	0	0	9375269	0	0	0	0	0
FFQ	4	0	0	30	0	0	0	0	0	0	0	0	0	0	0	129933	0	0	0	0	0	0	76822	0	0	0	0	0	1571	0	0	0	0	9365397	0	0	0	0	0
FFQ	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115698	0	0	0	0	0	0	81178	0	0	0	0	0	1733	0	0	0	0	9375144	0	0	0	0	0
FFQ	6	0	0	876	0	0	0	0	0	0	0	0	0	0	0	189234	0	0	0	0	0	0	136519	0	0	0	0	0	3331	0	0	0	0	416041	0	0	0	8827752	0
FFQ	7	0	0	14	0	0	0	0	0	0	0	0	0	0	0	166554	0	0	0	0	0	0	112902	0	0	0	0	0	2046	0	0	0	0	414077	0	0	0	8878160	0
FFQ	8	0	0	59	0	0	0	0	0	0	0	0	0	0	0	207959	0	0	0	0	0	0	76769	0	0	0	0	0	794	0	0	0	0	472215	0	0	0	8815957	0
FFQ	9	0	0	6	0	0	0	0	0	0	0	0	0	0	0	203432	0	0	0	0	0	0	72138	0	0	0	0	0	600	0	0	0	0	430143	0	0	0	8867434	0
FFQ	10	0	0	165	0	0	0	0	0	0	0	0	0	0	0	223752	0	0	0	0	0	0	97853	0	0	0	0	0	1043	0	0	0	0	449526	0	0	0	8801414	0
