# This file was produced by samtools stats (1.11+htslib-1.11) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -d 07_recalBases/bam/SRR11951240.bam
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	b74e4141	d511d089	c3cb5f1d
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	34442975
SN	filtered sequences:	24627521
SN	sequences:	9815454
SN	is sorted:	1
SN	1st fragments:	9815454
SN	last fragments:	0
SN	reads mapped:	9815454
SN	reads mapped and paired:	0	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	0	# proper-pair bit set
SN	reads paired:	0	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	79170	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	1890781
SN	total length:	741666611	# ignores clipping
SN	total first fragment length:	741666611	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	741666611	# ignores clipping
SN	bases mapped (cigar):	735409154	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	0	# from NM fields
SN	error rate:	0.000000e+00	# mismatches / bases mapped (cigar)
SN	average length:	75
SN	average first fragment length:	76
SN	average last fragment length:	0
SN	maximum length:	76
SN	maximum first fragment length:	76
SN	maximum last fragment length:	0
SN	average quality:	22.8
SN	insert size average:	0.0
SN	insert size standard deviation:	0.0
SN	inward oriented pairs:	0
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	0.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	1501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5877	192096	0	0	0	149149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9466831	0	0	0
FFQ	2	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3900	21109	4964	16603	14042	47425	20180	59053	10803	11790	5419	14192	0	0	0	0	0	0	0	477974	0	0	2036468	2190143	1336378	3032755	512082	0	0
FFQ	3	0	0	14	0	0	0	0	0	0	6775	12059	4492	22073	14005	64138	667	333797	8155	6332	3090704	2084587	1041918	2413365	712133	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	4	0	0	15	0	0	0	0	0	0	0	8648	10109	4644	25425	17609	64616	596	331643	11508	10654	2934695	2173331	946666	2595000	680295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	5	0	0	0	0	0	0	0	0	0	0	7043	8615	4512	24125	17542	60057	474	346464	13617	11837	2432578	2182043	1026878	2963468	716201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	6	0	0	847	0	0	0	0	0	0	0	0	11892	13697	11336	43135	46402	82576	24341	264607	123101	499612	2525433	732903	3506461	1173433	755678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	7	0	0	8	0	0	0	0	0	0	0	5726	12668	16990	30414	50687	67385	26765	66777	219985	125971	459040	2370263	933456	4392853	638985	397481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	8	0	0	40	0	0	0	0	0	0	0	0	11923	16831	17777	25494	41667	90832	12869	290911	169839	455057	3449468	600930	3808212	413286	410318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	9	0	0	6	0	0	0	0	0	0	0	0	8674	19317	18856	30855	37791	83012	13594	386692	123454	520487	3100876	645501	3825682	577076	423581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	10	0	0	153	0	0	0	0	0	0	0	0	0	16975	13120	10176	37370	40116	108399	241588	58514	550791	2934521	430823	3741298	878975	752635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	11	0	0	13	0	0	0	0	0	0	0	0	7460	18507	11526	40255	16528	85334	12347	283174	25965	492945	2984426	811720	3492482	1081804	450968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	12	0	0	11	0	0	0	0	0	0	0	0	6548	19857	16120	32039	35622	78115	13099	384417	115011	571835	2635785	659003	4010855	728781	508356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	13	0	0	57	0	0	0	0	0	0	0	0	0	8208	18951	12867	30188	40289	82693	281167	68602	517894	2769099	522847	4210866	730287	521439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	14	0	0	46	0	0	0	0	0	0	0	0	8531	16192	10405	29812	24714	92597	13740	296519	25383	520699	2887886	549664	4004982	810480	523804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
