# This file was produced by samtools stats (1.11+htslib-1.11) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -d 07_recalBases/bam/SRR11951241.bam
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	93ac4d56	e61bb06e	f59e4a01
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	39659161
SN	filtered sequences:	27459884
SN	sequences:	12199277
SN	is sorted:	1
SN	1st fragments:	12199277
SN	last fragments:	0
SN	reads mapped:	12199277
SN	reads mapped and paired:	0	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	0	# proper-pair bit set
SN	reads paired:	0	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	97081	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	2530336
SN	total length:	921674235	# ignores clipping
SN	total first fragment length:	921674235	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	921674235	# ignores clipping
SN	bases mapped (cigar):	914723027	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	0	# from NM fields
SN	error rate:	0.000000e+00	# mismatches / bases mapped (cigar)
SN	average length:	75
SN	average first fragment length:	76
SN	average last fragment length:	0
SN	maximum length:	76
SN	maximum first fragment length:	76
SN	maximum last fragment length:	0
SN	average quality:	23.0
SN	insert size average:	0.0
SN	insert size standard deviation:	0.0
SN	inward oriented pairs:	0
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	0.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	1855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250541	0	0	0	0	192766	0	0	0	0	0	0	0	0	0	0	0	0	0	11754115	0	0	0
FFQ	2	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4531	28449	6562	7436	32224	18247	70384	39842	41766	22233	7260	19547	0	0	0	0	0	0	0	0	0	631617	0	324825	4862297	1672085	3747430	662315	0
FFQ	3	0	0	21	0	0	0	0	0	0	8112	16405	6088	15319	31650	35194	46970	35743	34690	394510	24002	494189	5835501	1307190	3009710	903983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	4	0	0	25	0	0	0	0	0	0	0	10239	13464	6309	21535	27911	23232	65623	21593	405571	28449	750459	5517493	1197529	3239966	869529	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	5	0	0	0	0	0	0	0	0	0	0	8585	11252	5792	23203	30799	33993	43057	28693	442736	15823	674904	5017558	1283815	3669451	909616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	6	0	0	1076	0	0	0	0	0	0	0	0	13745	17994	11903	43447	34914	64643	69201	313318	73210	69502	2105014	2541684	4386315	1502304	951007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	7	0	0	9	0	0	0	0	0	0	0	6497	17061	22082	30724	70806	34531	65138	68880	323167	11973	25726	1884825	2837703	5480527	811214	508414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	8	0	0	55	0	0	0	0	0	0	0	0	14526	21658	22629	22684	62822	38033	67416	392170	32956	63378	1974944	3666159	4759484	539436	520927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	9	0	0	9	0	0	0	0	0	0	0	0	10029	25222	24244	25543	61980	35110	57968	516116	35396	47800	1968977	3319947	4797266	735839	537831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	10	0	0	199	0	0	0	0	0	0	0	0	0	19349	17198	13198	33740	63515	49837	405696	47412	114546	2234925	2574213	4602415	1069785	953249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
