# This file was produced by samtools stats (1.11+htslib-1.11) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -d 05_addRG/bam/SRR11951249.bam
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	becd4390	14d7c683	4c037a1b
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	36683700
SN	filtered sequences:	26032074
SN	sequences:	10651626
SN	is sorted:	1
SN	1st fragments:	10651626
SN	last fragments:	0
SN	reads mapped:	10651626
SN	reads mapped and paired:	0	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	0	# proper-pair bit set
SN	reads paired:	0	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	84912	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	2084462
SN	total length:	804741597	# ignores clipping
SN	total first fragment length:	804741597	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	804741597	# ignores clipping
SN	bases mapped (cigar):	798398958	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	0	# from NM fields
SN	error rate:	0.000000e+00	# mismatches / bases mapped (cigar)
SN	average length:	75
SN	average first fragment length:	76
SN	average last fragment length:	0
SN	maximum length:	76
SN	maximum first fragment length:	76
SN	maximum last fragment length:	0
SN	average quality:	34.7
SN	insert size average:	0.0
SN	insert size standard deviation:	0.0
SN	inward oriented pairs:	0
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	0.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	1588	0	0	0	0	0	0	0	0	0	0	0	209039	0	0	0	0	0	0	163137	0	0	0	0	0	6642	0	0	0	0	10271220	0	0	0	0	0
FFQ	2	0	0	229	0	0	0	0	0	0	0	0	0	0	0	173979	0	0	0	0	0	0	74433	0	0	0	0	0	2025	0	0	0	0	10400960	0	0	0	0	0
FFQ	3	0	0	27	0	0	0	0	0	0	0	0	0	0	0	150892	0	0	0	0	0	0	70597	0	0	0	0	0	1449	0	0	0	0	10428661	0	0	0	0	0
FFQ	4	0	0	19	0	0	0	0	0	0	0	0	0	0	0	145488	0	0	0	0	0	0	85809	0	0	0	0	0	1767	0	0	0	0	10418543	0	0	0	0	0
FFQ	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128959	0	0	0	0	0	0	90594	0	0	0	0	0	1986	0	0	0	0	10430087	0	0	0	0	0
FFQ	6	0	0	911	0	0	0	0	0	0	0	0	0	0	0	210289	0	0	0	0	0	0	151069	0	0	0	0	0	3746	0	0	0	0	462798	0	0	0	9822813	0
FFQ	7	0	0	7	0	0	0	0	0	0	0	0	0	0	0	185648	0	0	0	0	0	0	123613	0	0	0	0	0	2236	0	0	0	0	461687	0	0	0	9878435	0
FFQ	8	0	0	53	0	0	0	0	0	0	0	0	0	0	0	232155	0	0	0	0	0	0	84116	0	0	0	0	0	857	0	0	0	0	526862	0	0	0	9807583	0
FFQ	9	0	0	5	0	0	0	0	0	0	0	0	0	0	0	226579	0	0	0	0	0	0	78052	0	0	0	0	0	658	0	0	0	0	480401	0	0	0	9865931	0
FFQ	10	0	0	170	0	0	0	0	0	0	0	0	0	0	0	249324	0	0	0	0	0	0	108267	0	0	0	0	0	1164	0	0	0	0	500263	0	0	0	9792438	0
